PID	WORKSPACE	Import_Index	PARENT	CMODEL	SEQUENCE	OBJ	TRANSCRPT	THUMBNAIL	Title	Alternative_Titles	Personal_Names~Roles	Corporate_Names~Roles	Abstract	Index_Date	Date_Issued	Date_Captured	Other_Date~Display_Label	Publisher	Place_Of_Publication	Public_Notes~Types	Notes~Display_Label	Dates_as_Notes~Display_Label	Citations	Table_of_Contents	LCSH_Subjects	Subjects_Names~Types	Subjects_Geographic	Subjects_Temporal	Keywords	Coordinate	Related_Items~Types	Type_of_Resource~AuthorityURI	Genre~AuthorityURI	Extent	Form~AuthorityURI	MIME_Type	Digital_Origin	Classifications~Authorities	Language_Names~Codes	Local_Identifier	Handle	Physical_Location	Shelf_Locator	Access_Condition	Import_Source	Primary_Sort	Hidden_Creator	Pull_Quotes	Private_Notes~Types
grinnell:phpp	/Volumes/LIBRARY/ALLSTAFF/DG-Metadata-Review-2020-r1/phpp/grinnell_phpp_community_MODS.log	1	grinnell:phpp			https://digital.grinnell.edu/islandora/object/grinnell:phpp			Community Contributions				Photographs and documents related to the history of Poweshiek County contributed by individuals. Contributions from throughout the county are welcome and include the communities of Barnes City, Brooklyn, Deep River, Ewart, Grinnell, Guernsey, Hartwick, Malcom, Montezuma, Searsboro and Victor.																																	72			
grinnell:phpp	/Volumes/LIBRARY/ALLSTAFF/DG-Metadata-Review-2020-r1/phpp/grinnell_phpp_dcl_MODS.log	2	grinnell:phpp			https://digital.grinnell.edu/islandora/object/grinnell:phpp			Drake Community Library Archives				Digitized copies of materials from the Drake Community Library archives. Includes photographs and documents related to the history of the Grinnell community, businesses and organizations.																																	71			
grinnell:phpp	/Volumes/LIBRARY/ALLSTAFF/DG-Metadata-Review-2020-r1/phpp/grinnell_phpp_ghm_MODS.log	3	grinnell:phpp			https://digital.grinnell.edu/islandora/object/grinnell:phpp			Grinnell Historical Museum				Photographs from the collection of the Grinnell Historical Museum.																																	74			
grinnell:phpp	/Volumes/LIBRARY/ALLSTAFF/DG-Metadata-Review-2020-r1/phpp/grinnell_phpp_oral_history_MODS.log	4	grinnell:phpp			https://digital.grinnell.edu/islandora/object/grinnell:phpp			PHPP Oral Histories				Oral history recordings and transcripts. Includes “Grinnell’s Voice from the Past: The Depression and WWII Oral History Project” and other oral histories from the area.																																	73			
